x1,x2,x3,y
2.7259073052988954,10.02384039617499,11.224806652111443,1
0.6805925994606711,15.299426086354167,14.31890004245515,1
0.21552138161067044,12.710218099880779,11.106428886702645,1
-1.7395064065416637,-15.825529631863569,-17.599467865144998,0
-2.219525936681588,9.77277269403737,10.841994971586654,1
3.0679379667607125,-12.906617704066647,-13.332242363242305,0
2.1061579725430786,13.78710840671128,12.005634941663363,1
-0.6783037985585387,-14.395576786549384,-15.677868879406326,0
-0.5657021066887502,-12.204072955078775,-12.161298645590218,0
2.072372414732849,10.167535991963513,13.928308480450298,1
-2.38214970625048,9.426563166570773,10.92845578148854,1
0.4024959172846325,12.401514888430283,12.153924659425007,1
-1.9175860808524818,11.388281892258926,7.603281255622518,1
1.3908895751395742,-11.530122027136498,-11.421675071710128,0
-1.6921161789002706,12.973300125376882,12.542224716411118,1
0.07125361584812494,-9.918412035735786,-8.82174936771882,0
-0.23039021073676663,-12.997713209142674,-13.707113896706197,0
-1.5336351330271696,-13.008417037610434,-13.606346227421822,0
2.2540964616547132,12.576530348915668,12.441681666199212,1
-1.0722239388214492,-11.74482317363159,-11.442728734641127,0
-1.7658262091400536,12.499814682690602,11.801485201617195,1
-1.6620845153012338,12.38793952670989,13.463155389790588,1
-0.7587981058264076,-9.32487840877255,-7.996303575691992,0
0.7904410439351621,9.984901391799468,13.149942989040364,1
-0.45999865059090156,12.193086231548367,10.652827728474131,1
-0.6444286183643699,-13.768688709074013,-14.668433883169989,0
-0.009213038779904906,-14.181171227132324,-15.065324705968377,0
0.3437808364622221,9.58805512691958,12.606545763063824,1
-0.9178756646022919,-12.484469714030359,-12.651418534503472,0
1.664819471995207,10.54690820108545,11.121913205236721,1
-1.7433138362472693,-10.811283746626014,-10.095601138297088,0
-0.9752077261150733,11.39022829648993,12.54293695815481,1
-1.166532228795392,13.656703129754264,7.469678373879128,1
-1.6590136848249015,14.568240812142523,12.041910326533475,1
1.10771475050634,-12.105365553630065,-12.340561635285827,0
3.4455199978492055,12.977334861813711,9.761286339015399,1
-0.8178857916621218,-11.814450473552007,-11.791303902817766,0
-4.048793907408092,-9.701317377801562,-8.443191803570251,0
-0.06581166343763734,-11.708712062495252,-11.548862504581935,0
-1.946245392779178,-11.76092645564935,-11.598753589700696,0
-5.337417669579733,10.813783483304348,12.056825960879797,1
-1.2177782787874452,11.327147105208423,12.431815362421942,1
0.5106737149677869,-12.435335175216768,-12.785473998272765,0
-3.5705976918550326,-12.615499631055023,-13.115950762706312,0
